id;nodeI;nodeJ;distance;danger;amenagement
786;251;292;1.589;3.178;0
787;252;251;1.0128;2.0256;0
788;252;212;1.2238;2.4476;0
789;252;253;0.9414;1.8828;0
790;252;291;1.3194;2.6388;0
791;253;213;1.1613;2.3226;0
792;253;292;1.0829;2.1658;0
793;253;293;1.0189;2.0378;0
794;253;294;1.5085;3.017;0
795;254;213;1.4605;2.921;0
796;254;215;1.5205;3.041;0
797;254;255;0.7269;1.4538;0
798;255;254;0.7269;1.4538;0
799;255;215;1.2088;2.4176;0
800;255;214;1.6912;3.3824;0
801;255;216;1.5276;3.0552;0
802;255;256;1.182;2.364;0
803;255;294;1.385;2.77;0
804;255;296;1.0516;2.1032;0
805;256;255;1.182;2.364;0
806;256;216;1.4673;2.9346;0
807;256;215;1.6713;3.3426;0
808;256;257;0.8987;1.7974;0
809;256;295;1.6375;3.275;0
810;256;297;1.5086;3.0172;0
811;257;217;1.3346;2.6692;0
812;257;216;1.7863;3.5726;0
813;257;218;1.1761;2.3522;0
814;258;257;0.8398;1.6796;0
815;258;218;1.0506;1.0506;1
816;258;219;2.0499;4.0998;0
817;258;297;1.1225;2.245;0
818;258;299;1.0341;2.0682;0
819;259;258;0.9832;1.9664;0
820;259;220;1.6807;3.3614;0
821;259;298;1.2507;2.5014;0
822;260;259;1.5022;3.0044;0
823;260;220;1.3459;2.6918;0
824;260;219;1.8451;3.6902;0
825;260;221;1.5846;1.5846;1
826;260;261;1.12;2.24;0
827;260;300;1.097;2.194;0
828;261;221;0.8517;1.7034;0
829;261;220;1.5569;3.1138;0
830;261;222;0.9859;1.9718;0
831;261;262;0.8516;1.7032;0
832;262;261;0.8516;1.7032;0
833;262;223;0.8671;1.7342;0
834;262;263;0.7485;1.497;0
835;263;223;0.8678;1.7356;0
836;263;303;1.1769;2.3538;0
837;264;223;1.1345;2.269;0
838;264;225;1.6918;3.3836;0
839;264;303;1.7404;3.4808;0
840;264;305;1.447;2.894;0
841;265;264;1.0284;2.0568;0
842;265;305;1.0842;2.1684;0
843;266;226;0.7907;1.5814;0
844;266;225;1.811;3.622;0
845;266;267;0.6472;1.2944;0
846;267;226;1.0028;2.0056;0
847;267;307;1.2001;2.4002;0
848;267;308;1.5301;3.0602;0
849;268;267;0.9018;1.8036;0
850;268;227;1.5754;3.1508;0
851;268;307;1.3119;1.3119;1
852;268;308;0.8917;0.8917;1
853;268;309;1.4863;2.9726;0
854;269;308;1.3359;2.6718;0
855;270;229;1.3001;1.3001;1
856;271;270;1.2114;2.4228;0
857;271;232;1.2856;2.5712;0
858;271;311;1.3957;2.7914;0
859;271;312;1.5189;3.0378;0
860;272;271;0.93;1.86;0
861;272;231;1.2123;2.4246;0
862;272;233;1.4103;2.8206;0
863;272;311;1.5026;3.0052;0
864;272;313;1.4675;1.4675;1
865;273;232;1.4302;2.8604;0
866;274;233;1.1588;2.3176;0
867;274;313;1.6744;3.3488;0
868;274;314;1.3246;2.6492;0
869;274;315;1.8626;3.7252;0
870;275;235;0.9036;1.8072;0
871;275;236;1.4883;2.9766;0
872;275;316;1.5619;3.1238;0
873;276;275;0.9796;1.9592;0
874;276;237;1.6598;3.3196;0
875;276;277;1.395;2.79;0
876;276;315;1.4461;2.8922;0
877;276;316;1.0632;2.1264;0
878;276;317;1.4087;2.8174;0
879;277;237;0.768;1.536;0
880;277;238;1.2653;2.5306;0
881;277;318;1.4958;2.9916;0
882;278;277;1.0519;2.1038;0
883;278;237;1.469;2.938;0
884;278;239;1.7514;3.5028;0
885;278;318;0.966;1.932;0
886;278;319;1.261;2.522;0
887;279;278;1.0702;1.0702;1
888;279;238;1.4916;2.9832;0
889;280;240;1.3372;2.6744;0
890;280;241;1.6429;3.2858;0
891;281;241;0.8825;1.765;0
892;281;240;1.5074;3.0148;0
893;281;242;1.4648;2.9296;0
894;281;322;1.6268;3.2536;0
895;284;244;1.0539;2.1078;0
896;284;285;1.1625;2.325;0
897;284;324;1.0033;2.0066;0
898;285;245;0.9466;1.8932;0
899;285;286;0.9835;1.967;0
900;285;324;1.2179;2.4358;0
901;286;285;0.9835;1.967;0
902;286;245;1.3843;2.7686;0
903;286;325;1.4198;2.8396;0
904;287;247;1.3688;2.7376;0
905;287;326;1.5676;3.1352;0
906;288;248;0.8003;1.6006;0
907;288;247;1.7476;3.4952;0
908;288;249;1.4617;2.9234;0
909;288;327;1.9003;3.8006;0
910;288;328;1.4085;2.817;0
911;289;248;1.6795;3.359;0
912;289;250;1.5;3.0;0
913;289;290;0.54;1.08;0
914;290;289;0.54;1.08;0
915;290;250;1.3263;2.6526;0
916;290;249;1.4116;2.8232;0
917;290;251;1.4595;2.919;0
918;290;291;0.9584;1.9168;0
919;290;331;1.2436;2.4872;0
920;291;290;0.9584;1.9168;0
921;291;250;1.4603;2.9206;0
922;291;292;1.4349;2.8698;0
923;291;331;0.9102;1.8204;0
924;291;332;1.5638;3.1276;0
925;292;291;1.4349;2.8698;0
926;292;253;1.0829;2.1658;0
927;292;293;0.714;1.428;0
928;292;333;1.056;2.112;0
929;293;253;1.0189;2.0378;0
930;293;252;1.3333;2.6666;0
931;293;254;1.7748;3.5496;0
932;293;332;1.0234;2.0468;0
933;294;293;1.1573;2.3146;0
934;294;254;1.0456;2.0912;0
935;294;333;1.2842;2.5684;0
936;295;294;0.7844;1.5688;0
937;295;255;1.1649;2.3298;0
938;295;336;1.3259;2.6518;0
939;296;295;0.9725;1.945;0
940;296;256;0.7149;1.4298;0
941;296;255;1.0516;2.1032;0
942;296;297;1.6211;3.2422;0
943;297;256;1.5086;3.0172;0
944;297;258;1.1225;2.245;0
945;297;298;0.9618;1.9236;0
946;297;336;1.7176;3.4352;0
947;297;338;0.9242;1.8484;0
948;298;297;0.9618;1.9236;0
949;298;258;0.7354;0.7354;1
950;298;257;1.4068;2.8136;0
951;298;259;1.2507;2.5014;0
952;298;338;1.1746;2.3492;0
953;299;298;0.6049;1.2098;0
954;299;259;0.9658;1.9316;0
955;299;260;1.4989;1.4989;1
956;300;340;0.9729;1.9458;0
957;301;300;1.5911;1.5911;1
958;301;261;0.7712;1.5424;0
959;301;260;1.2007;2.4014;0
960;301;340;1.8462;1.8462;1
961;301;341;0.9466;0.9466;1
962;301;342;1.3862;1.3862;1
963;303;262;1.6507;3.3014;0
964;303;264;1.7404;3.4808;0
965;303;342;0.8336;1.6672;0
966;305;264;1.447;2.894;0
967;305;344;1.5156;3.0312;0
968;305;345;1.2205;2.441;0
969;306;305;1.4228;1.4228;1
970;306;265;1.9481;3.8962;0
971;306;267;1.2388;2.4776;0
972;306;346;0.8681;1.7362;0
973;307;306;0.9316;0.9316;1
974;307;267;1.2001;2.4002;0
975;307;346;1.3518;1.3518;1
976;308;268;0.8917;0.8917;1
977;308;309;0.9431;1.8862;0
978;309;270;1.4797;2.9594;0
979;309;349;1.3144;2.6288;0
980;310;309;0.767;0.767;1
981;310;270;1.3226;1.3226;1
982;310;269;1.1453;2.2906;0
983;310;311;1.4395;2.879;0
984;310;349;1.4075;2.815;0
985;310;350;1.0008;2.0016;0
986;311;310;1.4395;2.879;0
987;311;271;1.3957;2.7914;0
988;311;272;1.5026;3.0052;0
989;311;350;1.4951;2.9902;0
990;311;351;0.8664;1.7328;0
991;311;352;1.0528;2.1056;0
992;312;311;1.0732;2.1464;0
993;312;272;0.9217;1.8434;0
994;312;313;0.7464;1.4928;0
995;313;273;1.4554;2.9108;0
996;313;314;1.0105;1.0105;1
997;313;353;0.7143;1.4286;0
998;314;274;1.3246;2.6492;0
999;314;273;1.6801;3.3602;0
1000;314;315;1.2914;1.2914;1
1001;314;353;1.2925;2.585;0
1002;315;314;1.2914;1.2914;1
1003;315;275;1.5612;3.1224;0
1004;315;274;1.8626;3.7252;0
1005;315;276;1.4461;2.8922;0
1006;315;316;0.6115;1.223;0
1007;315;356;0.9054;1.8108;0
1008;316;315;0.6115;1.223;0
1009;316;275;1.5619;3.1238;0
1010;316;355;1.3307;2.6614;0
1011;316;357;1.3295;2.659;0
1012;317;316;1.065;2.13;0
1013;317;277;0.9641;1.9282;0
1014;317;276;1.4087;2.8174;0
1015;317;318;1.0933;2.1866;0
1016;317;356;1.3591;1.3591;1
1017;318;317;1.0933;2.1866;0
1018;318;319;1.268;1.268;1
1019;318;357;1.173;2.346;0
1020;319;318;1.268;2.536;0
1021;319;279;1.3001;1.3001;1
1022;321;280;1.205;2.41;0
1023;321;322;1.3343;2.6686;0
1024;322;323;0.974;1.948;0
1025;322;363;1.1551;2.3102;0
1026;322;321;1.3001;2.6002;0
1027;323;284;1.4069;2.8138;0
1028;323;324;1.2055;2.411;0
1029;323;363;1.2895;2.579;0
1030;323;364;1.1731;2.3462;0
1031;324;284;1.0033;2.0066;0
1032;324;285;1.2179;2.4358;0
1033;325;286;1.4198;2.8396;0
1034;325;366;1.636;3.272;0
1035;326;325;0.6433;1.2866;0
1036;326;286;1.2214;2.4428;0
1037;326;285;1.0568;2.1136;0
1038;326;327;1.0711;2.1422;0
1039;326;366;1.2706;2.5412;0
1040;327;328;1.1573;2.3146;0
1041;327;368;1.2495;2.499;0
1042;328;288;1.4085;2.817;0
1043;328;287;1.3843;2.7686;0
1044;328;289;1.7272;3.4544;0
1045;328;329;1.2304;2.4608;0
1046;328;369;1.2195;2.439;0
1047;329;289;0.8773;1.7546;0
1048;329;288;1.4933;2.9866;0
1049;329;290;1.1104;2.2208;0
1050;329;370;1.3208;2.6416;0
1051;330;329;0.8524;1.7048;0
1052;330;290;0.8034;1.6068;0
1053;330;331;0.7718;1.5436;0
1054;330;369;1.5936;3.1872;0
1055;330;370;1.1723;2.3446;0
1056;330;371;1.8819;3.7638;0
1057;331;291;0.9102;1.8204;0
1058;331;290;1.2436;2.4872;0
1059;331;292;1.6474;3.2948;0
1060;331;332;1.3096;2.6192;0
1061;331;372;1.7241;1.7241;1
1062;332;331;1.3096;2.6192;0
1063;332;333;0.888;1.776;0
1064;332;373;1.5312;3.0624;0
1065;333;293;0.5824;1.1648;0
1066;333;292;1.056;2.112;0
1067;333;374;1.7955;3.591;0
1068;334;333;1.1861;2.3722;0
1069;334;335;0.9616;1.9232;0
1070;334;375;1.1883;2.3766;0
1071;335;334;0.9616;1.9232;0
1072;336;335;0.8183;1.6366;0
1073;336;296;1.3091;2.6182;0
1074;336;297;1.7176;3.4352;0
1075;336;337;1.2804;2.5608;0
1076;336;377;1.4178;2.8356;0
1077;337;297;0.9261;1.8522;0
1078;337;298;1.637;3.274;0
1079;337;338;0.6815;1.363;0
1080;337;377;0.7007;1.4014;0
1081;338;337;0.6815;1.363;0
1082;338;298;1.1746;1.1746;1
1083;338;297;0.9242;1.8484;0
1084;338;299;1.6174;3.2348;0
1085;338;377;1.0936;1.0936;1
1086;340;299;1.9112;1.9112;1
1087;340;301;1.8462;1.8462;1
1088;340;379;1.3506;2.7012;0
1089;341;300;1.3001;2.6002;0
1090;342;343;0.6937;0.6937;1
1091;342;382;1.1379;2.2758;0
1092;343;342;0.6937;1.3874;0
1093;343;344;0.8981;0.8981;1
1094;343;382;1.4574;2.9148;0
1095;343;384;1.6127;3.2254;0
1096;344;343;0.8981;1.7962;0
1097;344;303;1.1926;2.3852;0
1098;344;305;1.5156;1.5156;1
1099;345;344;1.1725;2.345;0
1100;345;305;1.2205;2.441;0
1101;345;306;1.5388;3.0776;0
1102;345;346;0.9536;1.9072;0
1103;345;386;1.6052;3.2104;0
1104;346;307;1.3518;1.3518;1
1105;346;386;1.0126;2.0252;0
1106;348;307;0.9655;1.931;0
1107;348;387;1.4324;2.8648;0
1108;349;309;1.3144;2.6288;0
1109;349;350;1.1413;2.2826;0
1110;349;388;1.0563;2.1126;0
1111;350;310;1.0008;2.0016;0
1112;350;309;1.5388;3.0776;0
1113;350;389;1.5826;3.1652;0
1114;350;390;1.0942;2.1884;0
1115;350;391;1.5137;3.0274;0
1116;351;311;0.8664;1.7328;0
1117;351;310;1.3948;2.7896;0
1118;351;352;0.87;1.74;0
1119;351;391;1.1141;2.2282;0
1120;351;392;1.2513;2.5026;0
1121;352;351;0.87;1.74;0
1122;352;313;1.4478;2.8956;0
1123;352;391;1.0906;2.1812;0
1124;352;393;1.5847;3.1694;0
1125;353;313;0.7143;1.4286;0
1126;353;312;1.2163;2.4326;0
1127;353;354;1.3094;2.6188;0
1128;354;314;1.0554;2.1108;0
1129;354;393;1.4352;2.8704;0
1130;354;394;0.5753;1.1506;0
1131;355;354;0.7597;1.5194;0
1132;355;314;0.9978;1.9956;0
1133;356;355;1.1759;2.3518;0
1134;356;317;1.3591;1.3591;1
1135;356;396;1.1191;1.1191;1
1136;356;397;1.6862;3.3724;0
1137;357;318;1.173;1.173;1
1138;357;397;1.354;2.708;0
1139;357;398;1.3766;2.7532;0
1140;359;398;1.5476;1.5476;1
1141;359;399;0.9687;0.9687;1
1142;361;322;1.3906;2.7812;0
1143;361;402;1.2358;2.4716;0
1144;363;324;1.9704;3.9408;0
1145;363;364;0.9369;1.8738;0
1146;363;403;0.9344;1.8688;0
1147;363;404;1.1411;2.2822;0
1148;364;324;1.1872;2.3744;0
1149;364;365;1.235;2.47;0
1150;364;404;0.8435;1.687;0
1151;364;405;1.6645;3.329;0
1152;365;325;1.1987;2.3974;0
1153;365;324;1.292;2.584;0
1154;365;404;1.3721;2.7442;0
1155;365;405;1.0759;2.1518;0
1156;366;327;1.3686;2.7372;0
1157;366;407;1.3012;2.6024;0
1158;367;327;1.1859;2.3718;0
1159;367;326;1.9144;3.8288;0
1160;367;328;1.3224;2.6448;0
1161;367;368;0.6897;1.3794;0
1162;367;406;1.101;2.202;0
1163;367;407;0.8839;1.7678;0
1164;368;367;0.6897;1.3794;0
1165;368;328;0.7475;1.495;0
1166;368;327;1.2495;2.499;0
1167;368;329;1.7103;3.4206;0
1168;368;369;1.1476;2.2952;0
1169;369;368;1.1476;2.2952;0
1170;369;370;1.0648;2.1296;0
1171;369;408;1.3875;2.775;0
1172;369;409;1.1604;2.3208;0
1173;370;409;1.2655;2.531;0
1174;370;411;1.4283;1.4283;1
1175;371;370;1.3327;2.6654;0
1176;371;331;1.4707;2.9414;0
1177;371;330;1.8819;3.7638;0
1178;371;332;1.6682;3.3364;0
1179;371;410;1.6119;3.2238;0
1180;371;411;1.0224;2.0448;0
1181;371;412;0.8512;1.7024;0
1182;372;371;0.4692;0.9384;0
1183;372;332;1.542;3.084;0
1184;372;331;1.7241;1.7241;1
1185;372;373;1.5732;3.1464;0
1186;372;411;1.2659;1.2659;1
1187;372;412;0.5465;1.093;0
1188;373;372;1.5732;3.1464;0
1189;373;332;1.5312;3.0624;0
1190;373;412;1.6666;3.3332;0
1191;374;334;0.822;1.644;0
1192;374;333;1.7955;3.591;0
1193;374;335;1.2999;2.5998;0
1194;374;375;0.9154;1.8308;0
1195;374;413;1.6581;3.3162;0
1196;375;374;0.9154;1.8308;0
1197;375;335;0.8161;1.6322;0
1198;375;334;1.1883;2.3766;0
1199;375;336;0.8908;1.7816;0
1200;375;415;1.4341;2.8682;0
1201;375;416;1.5052;3.0104;0
1202;377;337;0.7007;1.4014;0
1203;377;336;1.4178;2.8356;0
1204;377;416;1.2646;2.5292;0
1205;377;418;1.7645;1.7645;1
1206;379;340;1.3506;2.7012;0
1207;380;340;0.6258;1.2516;0
1208;381;340;1.2023;2.4046;0
1209;381;420;1.2015;2.403;0
1210;381;421;1.0929;2.1858;0
1211;381;422;1.5526;3.1052;0
1212;382;381;1.0882;2.1764;0
1213;382;341;1.5159;3.0318;0
1214;382;343;1.4574;2.9148;0
1215;382;421;1.7033;3.4066;0
1216;382;422;1.0179;2.0358;0
1217;382;423;1.2204;2.4408;0
1218;384;423;1.5537;1.5537;1
1219;386;346;1.0126;2.0252;0
1220;386;345;1.6052;3.2104;0
1221;386;387;0.4657;0.9314;0
1222;386;427;1.6046;3.2092;0
1223;387;426;1.4786;2.9572;0
1224;387;428;1.8002;3.6004;0
1225;388;348;1.3093;2.6186;0
1226;388;389;0.4894;0.9788;0
1227;388;427;1.7402;3.4804;0
1228;388;428;0.7494;1.4988;0
1229;389;388;0.4894;0.9788;0
1230;389;349;0.7783;1.5566;0
1231;389;348;1.4738;2.9476;0
1232;389;390;1.3727;1.3727;1
1233;389;428;0.9566;0.9566;1
1234;389;429;0.808;1.616;0
1235;390;389;1.3727;1.3727;1
1236;390;349;1.5242;3.0484;0
1237;390;351;1.4483;1.4483;1
1238;390;391;1.1391;2.2782;0
1239;390;430;0.7286;1.4572;0
1240;390;431;1.3282;2.6564;0
1241;391;390;1.1391;2.2782;0
1242;391;350;1.5137;3.0274;0
1243;391;352;1.0906;2.1812;0
1244;391;392;0.5883;1.1766;0
1245;392;391;0.5883;1.1766;0
1246;392;351;1.2513;2.5026;0
1247;392;393;1.2315;2.463;0
1248;392;432;1.2545;2.509;0
1249;392;433;1.8515;3.703;0
1250;393;392;1.2315;2.463;0
1251;393;353;1.1165;2.233;0
1252;393;352;1.5847;3.1694;0
1253;393;354;1.4352;2.8704;0
1254;393;394;1.1642;2.3284;0
1255;393;433;0.9986;1.9972;0
1256;394;354;0.5753;1.1506;0
1257;394;355;1.2199;2.4398;0
1258;394;435;1.193;2.386;0
1259;395;355;1.2028;2.4056;0
1260;395;354;1.2829;2.5658;0
1261;395;356;1.2709;2.5418;0
1262;395;434;1.4587;1.4587;1
1263;396;395;0.5742;0.5742;1
1264;396;356;1.1191;1.1191;1
1265;396;397;1.1804;2.3608;0
1266;397;396;1.1804;2.3608;0
1267;397;357;1.354;2.708;0
1268;397;356;1.6862;3.3724;0
1269;398;357;1.3766;1.3766;1
1270;398;359;1.5476;1.5476;1
1271;398;437;1.5195;1.5195;1
1272;399;398;1.2701;2.5402;0
1273;399;438;1.775;3.55;0
1274;399;439;1.3044;1.3044;1
1275;400;401;0.7376;1.4752;0
1276;400;440;1.3379;2.6758;0
1277;401;400;0.7376;1.4752;0
1278;401;361;1.0427;2.0854;0
1279;401;441;0.6597;1.3194;0
1280;402;361;1.2358;2.4716;0
1281;402;363;0.8092;1.6184;0
1282;402;403;0.8409;1.6818;0
1283;402;442;1.5729;3.1458;0
1284;402;443;1.6763;3.3526;0
1285;403;402;0.8409;1.6818;0
1286;403;364;1.4266;2.8532;0
1287;403;443;0.9922;1.9844;0
1288;403;444;1.1818;2.3636;0
1289;404;403;0.94;1.88;0
1290;404;365;1.3721;2.7442;0
1291;404;405;1.1534;2.3068;0
1292;404;443;1.4695;2.939;0
1293;404;444;1.289;2.578;0
1294;405;444;1.5763;3.1526;0
1295;406;407;0.7269;1.4538;0
1296;406;446;1.0627;2.1254;0
1297;406;447;1.4511;2.9022;0
1298;407;406;0.7269;1.4538;0
1299;407;367;0.8839;1.7678;0
1300;407;366;1.3012;2.6024;0
1301;407;368;1.4515;2.903;0
1302;407;446;1.1744;2.3488;0
1303;407;447;0.8135;1.627;0
1304;407;448;1.4176;2.8352;0
1305;408;407;1.4305;2.861;0
1306;408;368;1.4333;2.8666;0
1307;408;367;1.5393;3.0786;0
1308;408;369;1.3875;2.775;0
1309;408;409;0.9811;1.9622;0
1310;408;448;0.9031;1.8062;0
1311;408;449;0.9455;1.891;0
1312;409;368;1.9167;1.9167;1
1313;409;410;0.7281;1.4562;0
1314;409;448;1.6707;3.3414;0
1315;409;449;0.7223;1.4446;0
1316;409;450;1.3601;1.3601;1
1317;410;371;1.6119;3.2238;0
1318;410;411;0.832;1.664;0
1319;411;370;1.4283;1.4283;1
1320;411;372;1.2659;1.2659;1
1321;411;412;1.1428;1.1428;1
1322;411;450;1.3855;2.771;0
1323;411;452;1.41;1.41;1
1324;412;411;1.1428;1.1428;1
1325;412;452;1.0371;2.0742;0
1326;413;412;0.9133;0.9133;1
1327;413;373;1.0592;2.1184;0
1328;413;374;1.6581;3.3162;0
1329;414;373;1.4342;2.8684;0
1330;414;375;1.8003;3.6006;0
1331;414;453;1.4383;2.8766;0
1332;414;454;0.9238;1.8476;0
1333;415;416;1.3536;2.7072;0
1334;415;454;1.1158;1.1158;1
1335;415;456;1.4387;1.4387;1
1336;416;377;1.2646;2.5292;0
1337;416;457;1.2653;2.5306;0
1338;417;416;0.8326;1.6652;0
1339;417;458;1.4217;2.8434;0
1340;418;377;1.7645;1.7645;1
1341;418;379;1.466;2.932;0
1342;418;419;0.9876;0.9876;1
1343;418;458;0.7855;1.571;0
1344;419;418;1.3001;1.3001;1
1345;420;419;1.0187;2.0374;0
1346;420;379;1.4386;2.8772;0
1347;420;381;1.2015;2.403;0
1348;420;421;0.7526;1.5052;0
1349;420;461;1.3627;2.7254;0
1350;421;420;0.7526;1.5052;0
1351;421;381;1.0929;2.1858;0
1352;421;380;1.3937;2.7874;0
1353;421;422;1.4165;2.833;0
1354;422;421;1.4165;2.833;0
1355;422;461;1.777;1.777;1
1356;422;463;1.1901;2.3802;0
1357;423;422;0.7482;0.7482;1
1358;423;424;0.9944;1.9888;0
1359;423;462;1.7015;3.403;0
1360;423;463;1.1514;2.3028;0
1361;424;423;0.9944;1.9888;0
1362;424;384;1.2913;2.5826;0
1363;424;463;1.4079;2.8158;0
1364;425;384;1.7738;1.7738;1
1365;425;386;1.8616;3.7232;0
1366;425;426;1.085;2.17;0
1367;425;464;1.3098;1.3098;1
1368;426;387;1.4786;2.9572;0
1369;426;427;0.805;1.61;0
1370;426;465;1.6818;3.3636;0
1371;426;466;0.7609;1.5218;0
1372;426;467;0.9659;1.9318;0
1373;427;426;0.805;1.61;0
1374;427;388;1.7402;3.4804;0
1375;427;428;1.3257;2.6514;0
1376;427;468;1.1774;2.3548;0
1377;428;389;0.9566;0.9566;1
1378;428;429;0.7598;0.7598;1
1379;428;468;1.2173;2.4346;0
1380;429;428;0.7598;0.7598;1
1381;429;469;1.5536;1.5536;1
1382;430;429;1.0543;2.1086;0
1383;430;390;0.7286;1.4572;0
1384;430;391;1.4719;2.9438;0
1385;430;431;1.1205;2.241;0
1386;430;470;1.1792;2.3584;0
1387;431;432;1.0024;2.0048;0
1388;431;471;0.9396;1.8792;0
1389;432;392;1.2545;2.509;0
1390;432;391;1.3766;2.7532;0
1391;432;393;1.2884;2.5768;0
1392;432;433;1.0385;2.077;0
1393;432;471;1.5217;3.0434;0
1394;433;432;1.0385;2.077;0
1395;433;472;1.3015;2.603;0
1396;434;433;1.1018;2.2036;0
1397;434;435;0.4553;0.9106;0
1398;434;473;1.9491;1.9491;1
1399;434;475;1.1761;2.3522;0
1400;435;434;0.4553;0.9106;0
1401;435;395;1.1315;2.263;0
1402;435;394;1.193;2.386;0
1403;435;396;1.4831;2.9662;0
1404;437;397;1.0553;2.1106;0
1405;437;398;1.5195;1.5195;1
1406;437;438;0.7333;0.7333;1
1407;438;397;1.3879;2.7758;0
1408;438;478;1.0736;2.1472;0
1409;438;479;1.6941;1.6941;1
1410;439;438;1.0804;2.1608;0
1411;439;399;1.3044;1.3044;1
1412;439;478;1.1503;2.3006;0
1413;439;479;1.137;2.274;0
1414;440;400;1.3379;2.6758;0
1415;440;441;0.9203;1.8406;0
1416;440;480;0.8873;1.7746;0
1417;441;401;0.6597;1.3194;0
1418;441;400;1.2481;2.4962;0
1419;441;402;1.603;3.206;0
1420;441;442;0.9822;1.9644;0
1421;441;480;1.7024;3.4048;0
1422;442;441;0.9822;1.9644;0
1423;442;402;1.5729;3.1458;0
1424;442;401;1.5022;3.0044;0
1425;442;403;1.549;3.098;0
1426;443;444;0.5083;1.0166;0
1427;443;484;1.0461;2.0922;0
1428;444;404;1.289;2.578;0
1429;444;405;1.5763;3.1526;0
1430;444;484;0.8813;1.7626;0
1431;444;485;1.8445;3.689;0
1432;445;444;1.546;3.092;0
1433;445;404;2.0628;4.1256;0
1434;445;406;1.6655;3.331;0
1435;445;485;1.089;2.178;0
1436;446;445;0.7885;1.577;0
1437;446;487;1.4333;2.8666;0
1438;447;446;1.28;2.56;0
1439;447;406;1.4511;2.9022;0
1440;447;408;1.1587;2.3174;0
1441;447;486;1.638;3.276;0
1442;447;487;1.0478;2.0956;0
1443;448;447;0.6833;1.3666;0
1444;448;407;1.4176;2.8352;0
1445;448;409;1.6707;3.3414;0
1446;448;449;1.1994;2.3988;0
1447;448;489;1.114;2.228;0
1448;449;448;1.1994;2.3988;0
1449;449;409;0.7223;1.4446;0
1450;449;410;1.0656;2.1312;0
1451;449;450;1.0027;2.0054;0
1452;449;488;1.3001;2.6002;0
1453;450;449;1.0027;2.0054;0
1454;450;409;1.3601;1.3601;1
1455;450;411;1.3855;2.771;0
1456;450;489;1.2482;2.4964;0
1457;450;491;1.3426;1.3426;1
1458;451;410;1.1483;2.2966;0
1459;451;452;1.2666;2.5332;0
1460;451;490;1.198;2.396;0
1461;451;492;1.6141;3.2282;0
1462;452;451;1.2666;2.5332;0
1463;452;412;1.0371;2.0742;0
1464;452;411;1.41;1.41;1
1465;452;491;1.4947;2.9894;0
1466;452;493;1.3657;2.7314;0
1467;453;452;1.1111;2.2222;0
1468;453;413;1.4597;2.9194;0
1469;453;454;1.0683;2.1366;0
1470;453;492;1.2631;2.5262;0
1471;453;493;0.6254;1.2508;0
1472;454;414;0.9238;1.8476;0
1473;454;413;1.7655;1.7655;1
1474;454;415;1.1158;1.1158;1
1475;454;495;1.448;2.896;0
1476;456;457;0.6305;1.261;0
1477;456;496;1.4086;2.8172;0
1478;456;497;1.5172;1.5172;1
1479;457;456;0.6305;1.261;0
1480;457;416;1.2653;2.5306;0
1481;457;458;1.2392;2.4784;0
1482;457;496;1.565;3.13;0
1483;457;498;1.5483;3.0966;0
1484;458;457;1.2392;2.4784;0
1485;458;419;1.6115;3.223;0
1486;458;498;1.0398;2.0796;0
1487;458;499;1.5079;3.0158;0
1488;458;417;1.3001;2.6002;0
1489;459;458;1.0077;2.0154;0
1490;459;418;1.1771;2.3542;0
1491;459;499;0.7655;1.531;0
1492;460;461;0.6871;1.3742;0
1493;460;499;0.9806;1.9612;0
1494;461;460;0.6871;1.3742;0
1495;461;421;0.9167;1.8334;0
1496;461;420;1.3627;2.7254;0
1497;461;422;1.777;1.777;1
1498;461;462;1.3877;2.7754;0
1499;461;501;1.2529;2.5058;0
1500;462;461;1.3877;2.7754;0
1501;462;422;1.3412;2.6824;0
1502;462;421;1.7978;3.5956;0
1503;462;423;1.7015;3.403;0
1504;462;501;1.4424;2.8848;0
1505;463;423;1.1514;2.3028;0
1506;463;422;1.1901;2.3802;0
1507;463;424;1.4079;2.8158;0
1508;463;502;1.4858;2.9716;0
1509;463;504;1.6496;3.2992;0
1510;464;463;1.4697;2.9394;0
1511;464;425;1.3098;1.3098;1
1512;464;465;0.546;1.092;0
1513;464;503;1.5489;3.0978;0
1514;464;505;0.9385;0.9385;1
1515;465;504;0.9194;1.8388;0
1516;466;425;1.3001;1.3001;1
1517;467;427;0.4831;0.9662;0
1518;467;426;0.9659;1.9318;0
1519;467;428;1.5986;3.1972;0
1520;468;429;1.6319;3.2638;0
1521;468;509;1.7747;1.7747;1
1522;469;468;0.9744;0.9744;1
1523;469;429;1.5536;1.5536;1
1524;469;470;1.1948;1.1948;1
1525;469;510;1.3379;2.6758;0
1526;470;429;1.686;3.372;0
1527;470;431;1.5886;3.1772;0
1528;470;471;0.887;0.887;1
1529;470;510;0.9082;1.8164;0
1530;471;431;0.9396;1.8792;0
1531;471;432;1.5217;3.0434;0
1532;471;510;1.4351;2.8702;0
1533;471;511;1.109;2.218;0
1534;471;512;1.4481;1.4481;1
1535;472;471;1.3299;2.6598;0
1536;472;433;1.3015;2.603;0
1537;472;473;0.6902;1.3804;0
1538;473;472;0.6902;1.3804;0
1539;473;432;1.3381;2.6762;0
1540;473;434;1.9491;1.9491;1
1541;473;474;1.2755;2.551;0
1542;473;512;0.9479;0.9479;1
1543;473;513;0.8993;0.8993;1
