;nodeI;nodeJ;distance;danger;amenagement
787;346;347;0.6905;1.381;0
788;347;346;0.6905;1.381;0
789;347;387;0.8141;1.6282;0
790;348;308;0.8224;0.8224;1
791;348;309;1.2763;2.5526;0
792;348;349;0.5978;1.1956;0
793;349;309;0.966;1.932;0
794;349;308;1.0347;2.0694;0
795;349;350;1.2416;2.4832;0
796;350;349;1.2416;2.4832;0
797;350;310;0.9732;1.9464;0
798;350;390;0.9663;1.9326;0
799;353;354;0.6244;1.2488;0
800;354;353;0.6244;1.2488;0
801;354;395;1.295;2.59;0
802;356;396;1.2211;2.4422;0
803;356;397;1.588;3.176;0
804;357;356;1.2885;2.577;0
805;357;316;1.7734;3.5468;0
806;357;396;1.6992;3.3984;0
807;357;397;0.9962;1.9924;0
808;358;319;1.4845;2.969;0
809;358;359;0.9249;0.9249;1
810;358;399;1.9012;3.8024;0
811;359;358;0.9249;0.9249;1
812;359;319;1.1067;2.2134;0
813;359;318;0.9539;0.9539;1
814;360;361;1.5292;3.0584;0
815;360;400;0.7948;1.5896;0
816;360;401;1.7063;3.4126;0
817;361;360;1.5292;3.0584;0
818;363;364;1.0119;2.0238;0
819;363;403;0.7938;1.5876;0
820;364;363;1.0119;2.0238;0
821;364;365;1.0935;1.0935;1
822;364;403;1.0939;1.0939;1
823;365;406;1.8891;1.8891;1
824;366;326;1.0609;2.1218;0
825;366;325;1.5653;1.5653;1
826;366;407;1.0535;2.107;0
827;367;328;0.7012;1.4024;0
828;367;368;0.8376;1.6752;0
829;368;367;0.8376;1.6752;0
830;368;407;1.5908;3.1816;0
831;368;408;1.2942;2.5884;0
832;368;409;1.2288;2.4576;0
833;369;329;0.9054;1.8108;0
834;369;370;0.9882;1.9764;0
835;369;409;0.9272;1.8544;0
836;370;369;0.9882;1.9764;0
837;370;409;1.6155;3.231;0
838;371;410;1.5208;3.0416;0
839;371;412;1.4903;2.9806;0
840;375;335;1.458;2.916;0
841;375;414;0.8763;1.7526;0
842;375;415;0.8145;1.629;0
843;375;416;1.3696;2.7392;0
844;377;336;1.2462;2.4924;0
845;377;416;1.4489;2.8978;0
846;377;417;0.7167;1.4334;0
847;378;377;1.7247;1.7247;1
848;379;339;0.7351;1.4702;0
849;379;338;1.4916;2.9832;0
850;379;419;1.2389;2.4778;0
851;379;420;1.6758;3.3516;0
852;380;339;1.0286;2.0572;0
853;380;381;0.9091;1.8182;0
854;380;419;1.2838;2.5676;0
855;381;380;0.9091;1.8182;0
856;381;382;1.1617;2.3234;0
857;381;420;1.3514;2.7028;0
858;382;381;1.1617;2.3234;0
859;382;342;1.4863;2.9726;0
860;382;421;0.9264;1.8528;0
861;382;423;1.3163;2.6326;0
862;383;343;1.1972;2.3944;0
863;383;344;1.6294;3.2588;0
864;383;424;1.5136;3.0272;0
865;384;344;1.0445;2.089;0
866;384;385;0.8774;1.7548;0
867;384;423;1.6586;3.3172;0
868;384;425;1.5259;3.0518;0
869;385;384;0.8774;1.7548;0
870;385;424;0.9886;1.9772;0
871;385;425;1.0652;2.1304;0
872;386;345;1.3612;2.7224;0
873;386;387;0.863;0.863;1
874;386;425;2.0528;2.0528;1
875;387;386;0.863;0.863;1
876;387;348;1.5787;1.5787;1
877;387;426;1.6906;3.3812;0
878;387;428;1.5243;3.0486;0
879;389;348;1.7247;3.4494;0
880;390;350;0.9663;1.9326;0
881;390;391;0.681;1.362;0
882;390;430;1.1412;2.2824;0
883;391;390;0.681;1.362;0
884;391;392;1.5471;3.0942;0
885;391;432;1.2453;2.4906;0
886;392;391;1.5471;3.0942;0
887;392;432;0.865;1.73;0
888;393;432;1.7234;3.4468;0
889;393;433;1.3104;2.6208;0
890;393;434;1.5875;3.175;0
891;395;354;1.295;2.59;0
892;395;396;0.9694;1.9388;0
893;395;434;1.3191;2.6382;0
894;396;395;0.9694;1.9388;0
895;396;356;1.2211;2.4422;0
896;396;397;1.1567;2.3134;0
897;396;437;1.4717;2.9434;0
898;397;396;1.1567;2.3134;0
899;397;357;0.9962;1.9924;0
900;397;356;1.588;3.176;0
901;397;358;1.4988;2.9976;0
902;397;437;1.0287;2.0574;0
903;399;438;1.6673;3.3346;0
904;400;360;0.7948;1.5896;0
905;400;441;1.632;3.264;0
906;401;361;1.1857;2.3714;0
907;401;360;1.7063;3.4126;0
908;401;441;1.0045;2.009;0
909;401;442;1.0494;2.0988;0
910;403;363;0.7938;1.5876;0
911;403;364;1.0939;1.0939;1
912;403;444;1.4125;1.4125;1
913;406;365;1.8891;1.8891;1
914;406;407;0.7637;0.7637;1
915;406;445;1.3946;2.7892;0
916;407;366;1.0535;1.0535;1
917;407;408;1.173;1.173;1
918;407;448;1.4206;2.8412;0
919;408;407;1.173;1.173;1
920;408;368;1.2942;2.5884;0
921;408;369;1.4809;1.4809;1
922;408;409;0.7271;0.7271;1
923;408;449;1.1737;1.1737;1
924;409;408;0.7271;0.7271;1
925;409;369;0.9272;1.8544;0
926;409;368;1.2288;2.4576;0
927;409;370;1.6155;3.231;0
928;409;410;1.2439;2.4878;0
929;409;450;1.7904;3.5808;0
930;410;409;1.2439;2.4878;0
931;410;369;1.1385;2.277;0
932;410;371;1.5208;3.0416;0
933;410;450;1.4404;2.8808;0
934;412;371;1.4903;2.9806;0
935;412;413;0.9677;1.9354;0
936;413;412;0.9677;1.9354;0
937;413;414;1.441;2.882;0
938;413;454;1.3304;2.6608;0
939;414;413;1.441;2.882;0
940;414;375;0.8763;1.7526;0
941;414;453;1.3955;2.791;0
942;414;455;1.3709;2.7418;0
943;415;375;0.8145;1.629;0
944;415;455;1.0627;2.1254;0
945;416;375;1.3696;2.7392;0
946;416;377;1.4489;2.8978;0
947;416;456;0.9002;0.9002;1
948;417;377;0.7167;1.4334;0
949;417;456;1.5998;3.1996;0
950;417;458;1.4995;2.999;0
951;419;379;1.2389;2.4778;0
952;419;380;1.2838;2.5676;0
953;419;420;0.9889;1.9778;0
954;419;458;1.4891;2.9782;0
955;420;419;0.9889;1.9778;0
956;420;379;1.6758;3.3516;0
957;420;381;1.3514;2.7028;0
958;420;421;0.9997;1.9994;0
959;420;460;0.9345;1.869;0
960;420;461;1.2761;2.5522;0
961;421;381;1.1421;2.2842;0
962;421;382;0.9264;1.8528;0
963;421;460;1.5116;3.0232;0
964;422;381;1.6471;3.2942;0
965;422;383;1.0637;2.1274;0
966;422;462;1.4995;2.999;0
967;422;463;1.6522;3.3044;0
968;423;422;0.8948;1.7896;0
969;423;382;1.3163;2.6326;0
970;423;424;1.4001;2.8002;0
971;423;462;1.6721;3.3442;0
972;424;423;1.4001;2.8002;0
973;424;383;1.5136;3.0272;0
974;424;425;0.6924;1.3848;0
975;424;464;1.4088;2.8176;0
976;425;424;0.6924;1.3848;0
977;425;385;1.0652;2.1304;0
978;425;384;1.5259;3.0518;0
979;425;386;2.0528;2.0528;1
980;425;426;0.8824;1.7648;0
981;425;464;1.3363;2.6726;0
982;425;465;0.611;0.611;1
983;426;425;0.8824;1.7648;0
984;426;387;1.6906;3.3812;0
985;426;465;1.0573;2.1146;0
986;426;466;0.8565;1.713;0
987;428;387;1.5243;3.0486;0
988;428;389;1.5289;3.0578;0
989;428;429;1.0473;2.0946;0
990;429;428;1.0473;2.0946;0
991;430;469;1.2814;2.5628;0
992;432;392;0.865;1.73;0
993;432;391;1.2453;2.4906;0
994;432;393;1.7234;3.4468;0
995;432;433;1.3498;2.6996;0
996;432;473;1.4566;2.9132;0
997;433;432;1.3498;2.6996;0
998;433;393;1.3104;2.6208;0
999;433;434;1.1142;2.2284;0
1000;433;474;1.3598;2.7196;0
1001;434;433;1.1142;2.2284;0
1002;434;393;1.5875;3.175;0
1003;434;395;1.3191;2.6382;0
1004;434;473;1.7158;3.4316;0
1005;434;475;1.6228;3.2456;0
1006;437;396;1.4717;2.9434;0
1007;438;439;0.9291;1.8582;0
1008;438;477;0.9847;1.9694;0
1009;438;479;1.531;3.062;0
1010;439;438;0.9291;1.8582;0
1011;439;479;1.1513;2.3026;0
1012;440;401;1.1334;2.2668;0
1013;440;481;1.7348;3.4696;0
1014;441;440;1.0316;2.0632;0
1015;441;401;1.0045;2.009;0
1016;441;400;1.632;3.264;0
1017;441;442;0.6692;0.6692;1
1018;441;481;1.1965;2.393;0
1019;441;482;1.2435;1.2435;1
1020;442;401;1.0494;2.0988;0
1021;442;403;1.6938;3.3876;0
1022;442;482;1.2192;2.4384;0
1023;442;483;1.5689;1.5689;1
1024;443;444;0.6956;0.6956;1
1025;443;482;1.6004;1.6004;1
1026;444;443;0.6956;0.6956;1
1027;444;403;1.4125;1.4125;1
1028;444;484;0.9845;0.9845;1
1029;445;406;1.3946;2.7892;0
1030;445;446;0.9241;1.8482;0
1031;445;486;1.0207;2.0414;0
1032;446;487;1.2257;2.4514;0
1033;448;408;0.7437;1.4874;0
1034;448;407;1.4206;1.4206;1
1035;448;489;1.4231;2.8462;0
1036;449;408;1.1737;1.1737;1
1037;449;450;1.0942;2.1884;0
1038;449;489;1.2055;1.2055;1
1039;450;449;1.0942;2.1884;0
1040;450;410;1.4404;2.8808;0
1041;450;409;1.7904;3.5808;0
1042;450;451;0.8203;1.6406;0
1043;450;489;1.5512;3.1024;0
1044;450;490;0.6221;1.2442;0
1045;451;450;0.8203;1.6406;0
1046;451;490;0.9196;1.8392;0
1047;451;491;0.942;1.884;0
1048;453;412;1.724;3.448;0
1049;453;414;1.3955;2.791;0
1050;454;413;1.3304;2.6608;0
1051;454;455;1.1304;2.2608;0
1052;454;493;1.3558;2.7116;0
1053;454;494;1.2443;2.4886;0
1054;454;495;1.8171;3.6342;0
1055;455;454;1.1304;2.2608;0
1056;455;415;1.0627;2.1254;0
1057;455;414;1.3709;2.7418;0
1058;455;456;1.0842;2.1684;0
1059;455;494;1.2589;2.5178;0
1060;455;495;1.1685;2.337;0
1061;455;496;1.1188;2.2376;0
1062;456;455;1.0842;2.1684;0
1063;456;416;0.9002;0.9002;1
1064;456;417;1.5998;3.1996;0
1065;456;457;0.7237;0.7237;1
1066;456;495;1.6326;1.6326;1
1067;457;456;0.7237;0.7237;1
1068;457;498;1.3924;1.3924;1
1069;458;419;1.4891;2.9782;0
1070;458;459;1.2492;2.4984;0
1071;458;497;1.3744;2.7488;0
1072;458;499;1.0213;2.0426;0
1073;459;460;0.7559;1.5118;0
1074;459;500;1.617;3.234;0
1075;460;420;0.9345;1.869;0
1076;460;499;1.496;2.992;0
1077;460;500;1.3717;2.7434;0
1078;461;420;1.2761;2.5522;0
1079;461;462;1.015;2.03;0
1080;461;500;1.4801;2.9602;0
1081;461;501;1.212;2.424;0
1082;462;461;1.015;2.03;0
1083;462;422;1.4995;2.999;0
1084;462;423;1.6721;3.3442;0
1085;462;463;1.332;2.664;0
1086;462;501;1.3022;1.3022;1
1087;462;502;0.8968;1.7936;0
1088;462;503;1.2058;2.4116;0
1089;463;462;1.332;1.332;1
1090;463;422;1.6522;3.3044;0
1091;463;503;0.8555;1.711;0
1092;463;504;1.3368;2.6736;0
1093;464;463;0.8805;0.8805;1
1094;464;424;1.4088;2.8176;0
1095;464;425;1.3363;2.6726;0
1096;464;465;1.1291;2.2582;0
1097;464;504;0.7235;1.447;0
1098;465;464;1.1291;1.1291;1
1099;465;425;0.611;0.611;1
1100;465;466;0.6847;1.3694;0
1101;465;504;1.5291;1.5291;1
1102;466;465;0.6847;1.3694;0
1103;466;467;1.4873;2.9746;0
1104;466;505;1.4649;2.9298;0
1105;467;468;0.8292;1.6584;0
1106;467;508;1.5231;3.0462;0
1107;468;467;0.8292;1.6584;0
1108;469;428;1.1055;2.211;0
1109;469;430;1.2814;2.5628;0
1110;469;509;1.3951;2.7902;0
1111;471;511;1.119;2.238;0
1112;473;434;1.7158;3.4316;0
1113;473;512;1.3201;2.6402;0
1114;473;513;1.4132;2.8264;0
1115;474;434;0.8939;1.7878;0
1116;474;433;1.3598;2.7196;0
1117;474;515;1.5797;3.1594;0
1118;475;474;1.1305;2.261;0
1119;475;434;1.6228;3.2456;0
1120;475;515;0.9894;1.9788;0
1121;475;516;1.2964;2.5928;0
1122;476;437;1.2638;2.5276;0
1123;476;477;1.1796;2.3592;0
1124;476;515;1.4963;2.9926;0
1125;476;516;1.1979;2.3958;0
1126;476;517;1.7959;3.5918;0
1127;477;476;1.1796;2.3592;0
1128;477;516;1.59;3.18;0
1129;477;517;1.4265;2.853;0
1130;479;438;1.7247;3.4494;0
1131;480;521;1.784;1.784;1
1132;480;520;1.7247;3.4494;0
1133;481;441;1.1965;1.1965;1
1134;481;440;1.7348;3.4696;0
1135;481;521;0.5939;1.1878;0
1136;481;522;1.0779;2.1558;0
1137;482;441;1.2435;1.2435;1
1138;483;443;0.7286;1.4572;0
1139;483;442;1.5689;3.1378;0
1140;483;523;1.1513;2.3026;0
1141;483;524;1.5245;3.049;0
1142;484;444;0.9845;0.9845;1
1143;484;523;1.4864;1.4864;1
1144;484;525;1.5883;1.5883;1
1145;486;445;1.0207;2.0414;0
1146;486;487;0.6254;1.2508;0
1147;487;486;0.6254;1.2508;0
1148;487;446;1.2257;2.4514;0
1149;487;488;1.262;2.524;0
1150;487;527;1.3854;2.7708;0
1151;487;528;1.804;3.608;0
1152;488;487;1.262;2.524;0
1153;488;448;1.0105;2.021;0
1154;488;489;0.7594;0.7594;1
1155;488;527;1.4836;1.4836;1
1156;488;528;1.0755;2.151;0
1157;488;529;1.3542;2.7084;0
1158;489;488;0.7594;0.7594;1
1159;489;449;1.2055;1.2055;1
1160;489;448;1.4231;1.4231;1
1161;489;450;1.5512;3.1024;0
1162;489;490;1.4938;2.9876;0
1163;489;529;0.9225;1.845;0
1164;489;530;1.5992;3.1984;0
1165;490;489;1.4938;2.9876;0
1166;490;450;0.6221;1.2442;0
1167;490;451;0.9196;1.8392;0
1168;490;530;1.5452;3.0904;0
1169;490;531;1.0648;2.1296;0
1170;491;451;0.942;1.884;0
1171;491;450;1.1924;1.1924;1
1172;491;532;1.1719;2.3438;0
1173;493;454;1.3558;2.7116;0
1174;493;533;1.162;2.324;0
1175;493;534;1.4244;2.8488;0
1176;494;493;1.3371;2.6742;0
1177;494;454;1.2443;2.4886;0
1178;494;455;1.2589;2.5178;0
1179;494;495;0.8728;1.7456;0
1180;494;533;1.7373;3.4746;0
1181;495;455;1.1685;2.337;0
1182;495;454;1.8171;3.6342;0
1183;495;456;1.6326;1.6326;1
1184;495;496;0.8091;1.6182;0
1185;495;534;1.2469;2.4938;0
1186;495;535;0.5277;1.0554;0
1187;495;536;0.9735;1.947;0
1188;496;495;0.8091;1.6182;0
1189;496;455;1.1188;2.2376;0
1190;496;457;1.11;2.22;0
1191;496;536;1.2015;2.403;0
1192;497;498;1.1171;2.2342;0
1193;497;536;1.667;3.334;0
1194;497;538;1.7613;3.5226;0
1195;498;458;0.8402;1.6804;0
1196;498;537;1.4662;2.9324;0
1197;498;538;1.1307;2.2614;0
1198;498;539;1.6421;1.6421;1
1199;499;460;1.496;2.992;0
1200;499;500;1.5592;3.1184;0
1201;499;538;1.4259;2.8518;0
1202;499;539;1.3527;2.7054;0
1203;499;540;1.865;3.73;0
1204;500;499;1.5592;3.1184;0
1205;500;459;1.617;3.234;0
1206;500;501;0.6404;1.2808;0
1207;500;540;0.6576;1.3152;0
1208;501;500;0.6404;1.2808;0
1209;501;461;1.212;2.424;0
1210;501;540;0.9947;1.9894;0
1211;501;541;0.8334;1.6668;0
1212;502;462;0.8968;1.7936;0
1213;502;463;1.5379;3.0758;0
1214;502;503;0.8675;1.735;0
1215;502;541;1.5254;3.0508;0
1216;502;543;1.2009;2.4018;0
1217;503;502;0.8675;1.735;0
1218;503;462;1.2058;2.4116;0
1219;503;504;1.0818;2.1636;0
1220;503;542;1.3449;2.6898;0
1221;504;503;1.0818;2.1636;0
1222;504;464;0.7235;1.447;0
1223;504;463;1.3368;2.6736;0
1224;504;465;1.5291;3.0582;0
1225;505;465;1.4399;2.8798;0
1226;505;466;1.4649;2.9298;0
1227;508;467;1.5231;3.0462;0
1228;508;547;1.7175;3.435;0
1229;508;548;0.8897;1.7794;0
1230;508;549;1.0524;2.1048;0
1231;509;468;1.7247;3.4494;0
1232;511;471;1.119;2.238;0
1233;511;550;1.7247;3.4494;0
1234;512;473;1.3201;2.6402;0
1235;512;513;1.5447;3.0894;0
1236;513;512;1.5447;3.0894;0
1237;513;473;1.4132;2.8264;0
1238;515;475;0.9894;1.9788;0
1239;515;474;1.5797;3.1594;0
1240;515;476;1.4963;2.9926;0
1241;515;516;1.0807;2.1614;0
1242;515;554;1.2102;2.4204;0
1243;516;515;1.0807;2.1614;0
1244;516;476;1.1979;2.3958;0
1245;516;475;1.2964;2.5928;0
1246;516;477;1.59;3.18;0
1247;516;556;1.0851;2.1702;0
1248;517;477;1.4265;2.853;0
1249;517;476;1.7959;3.5918;0
1250;517;558;1.2394;2.4788;0
1251;518;519;0.8362;1.6724;0
1252;518;558;0.7113;1.4226;0
1253;519;518;0.8362;1.6724;0
1254;519;558;1.0909;2.1818;0
1255;520;480;1.4211;2.8422;0
1256;521;481;0.5939;0.5939;1
1257;521;480;1.784;3.568;0
1258;521;522;0.6826;1.3652;0
1259;522;521;0.6826;1.3652;0
1260;522;481;1.0779;2.1558;0
1261;522;563;1.6326;3.2652;0
1262;523;483;1.1513;2.3026;0
1263;523;484;1.4864;1.4864;1
1264;523;524;0.7572;1.5144;0
1265;523;563;1.0535;1.0535;1
1266;523;564;0.9907;0.9907;1
1267;524;523;0.7572;1.5144;0
1268;524;484;1.1812;2.3624;0
1269;524;483;1.5245;3.049;0
1270;524;563;1.4893;2.9786;0
1271;524;564;0.7731;1.5462;0
1272;525;484;1.5883;1.5883;1
1273;525;564;1.3309;2.6618;0
1274;527;487;1.3854;2.7708;0
1275;527;488;1.4836;1.4836;1
1276;527;566;1.6351;1.6351;1
1277;528;488;1.0755;2.151;0
1278;528;487;1.804;3.608;0
1279;528;568;0.7854;1.5708;0
1280;528;569;0.9494;1.8988;0
1281;529;528;0.7381;1.4762;0
1282;529;489;0.9225;1.845;0
1283;529;490;1.808;3.616;0
1284;529;568;1.0943;2.1886;0
1285;529;569;0.7737;1.5474;0
1286;529;570;1.5084;3.0168;0
1287;530;489;1.5992;3.1984;0
1288;530;569;1.1765;2.353;0
1289;531;490;1.0648;2.1296;0
1290;531;570;1.1806;1.1806;1
1291;531;571;1.2606;2.5212;0
1292;532;491;1.1719;1.1719;1
1293;532;533;1.0842;2.1684;0
1294;532;571;1.5142;1.5142;1
1295;532;572;1.2333;2.4666;0
1296;532;573;1.7843;1.7843;1
1297;533;532;1.0842;2.1684;0
1298;533;493;1.162;2.324;0
1299;533;494;1.7373;3.4746;0
1300;533;534;1.2352;2.4704;0
1301;534;533;1.2352;2.4704;0
1302;534;493;1.4244;2.8488;0
1303;534;495;1.2469;2.4938;0
1304;534;574;1.402;2.804;0
1305;535;495;0.5277;1.0554;0
1306;535;494;1.0601;2.1202;0
1307;535;496;1.1888;1.1888;1
1308;535;536;0.6625;1.325;0
1309;536;535;0.6625;0.6625;1
1310;536;495;0.9735;1.947;0
1311;536;497;1.667;3.334;0
1312;536;537;1.133;2.266;0
1313;536;576;1.0874;2.1748;0
1314;536;577;1.7116;3.4232;0
1315;537;536;1.133;2.266;0
1316;537;498;1.4662;2.9324;0
1317;537;576;1.5082;3.0164;0
1318;537;578;1.4965;2.993;0
1319;538;498;1.1307;2.2614;0
1320;538;497;1.7613;3.5226;0
1321;538;539;1.0162;2.0324;0
1322;538;579;1.4382;2.8764;0
1323;539;538;1.0162;2.0324;0
1324;539;499;1.3527;2.7054;0
1325;539;498;1.6421;1.6421;1
1326;539;540;1.0811;2.1622;0
1327;539;580;1.2891;1.2891;1
1328;540;500;0.6576;1.3152;0
1329;540;501;0.9947;1.9894;0
1330;540;580;1.3973;2.7946;0
1331;540;581;1.4788;2.9576;0
1332;541;501;0.8334;1.6668;0
1333;541;542;1.331;2.662;0
1334;541;581;1.1814;2.3628;0
1335;542;541;1.331;2.662;0
1336;542;503;1.3449;2.6898;0
1337;542;543;0.9987;1.9974;0
1338;542;581;1.6985;3.397;0
1339;543;502;1.2009;2.4018;0
1340;543;584;1.5202;3.0404;0
1341;545;504;1.2175;2.435;0
1342;545;584;1.6694;3.3388;0
1343;545;586;1.8304;3.6608;0
1344;547;508;1.7175;3.435;0
1345;547;586;1.1097;2.2194;0
1346;547;587;0.9279;1.8558;0
1347;547;588;1.5818;3.1636;0
1348;548;547;1.2792;2.5584;0
1349;548;508;0.8897;1.7794;0
1350;548;589;1.3958;2.7916;0
1351;549;508;1.0524;2.1048;0
1352;549;550;0.7535;1.507;0
1353;549;588;1.8492;3.6984;0
1354;549;589;1.2489;2.4978;0
1355;549;590;1.7783;3.5566;0
1356;550;549;0.7535;1.507;0
1357;550;511;1.5181;3.0362;0
1358;550;551;1.1659;2.3318;0
1359;551;550;1.1659;2.3318;0
1360;551;512;1.3303;2.6606;0
1361;551;590;1.5548;3.1096;0
1362;551;592;1.221;2.442;0
1363;554;515;1.2102;2.4204;0
1364;556;516;1.0851;2.1702;0
1365;556;557;1.0396;1.0396;1
1366;556;595;1.4101;1.4101;1
1367;557;556;1.0396;1.0396;1
1368;557;517;1.1059;2.2118;0
1369;557;596;1.5248;1.5248;1
1370;557;598;1.4154;2.8308;0
1371;558;518;0.7113;1.4226;0
1372;558;517;1.2394;2.4788;0
1373;558;519;1.0909;2.1818;0
1374;558;597;1.4659;2.9318;0
1375;558;598;1.1835;2.367;0
1376;559;558;1.0719;2.1438;0
1377;559;599;0.7321;1.4642;0
1378;560;561;1.2337;2.4674;0
1379;561;560;1.2337;2.4674;0
1380;561;562;0.8018;1.6036;0
1381;561;601;0.9419;1.8838;0
1382;561;602;1.6487;3.2974;0
1383;562;561;0.8018;1.6036;0
1384;562;522;1.2122;2.4244;0
1385;562;521;1.2393;2.4786;0
1386;562;523;1.6635;3.327;0
1387;562;563;1.0597;2.1194;0
1388;562;602;1.3746;2.7492;0
1389;562;603;1.8049;3.6098;0
1390;563;562;1.0597;2.1194;0
1391;563;523;1.0535;1.0535;1
1392;563;522;1.6326;3.2652;0
1393;563;524;1.4893;2.9786;0
1394;563;564;1.0116;2.0232;0
1395;563;602;1.3425;2.685;0
1396;563;604;1.5347;3.0694;0
1397;564;563;1.0116;2.0232;0
1398;564;524;0.7731;1.5462;0
1399;564;523;0.9907;0.9907;1
1400;564;604;1.0348;2.0696;0
1401;564;605;1.5673;3.1346;0
1402;566;525;1.7247;1.7247;1
1403;568;528;0.7854;1.5708;0
1404;568;529;1.0943;2.1886;0
1405;568;608;1.1564;2.3128;0
1406;568;609;1.3611;2.7222;0
1407;569;529;0.7737;1.5474;0
1408;569;528;0.9494;1.8988;0
1409;569;530;1.1765;2.353;0
1410;569;570;1.4292;2.8584;0
1411;569;609;1.0688;2.1376;0
1412;569;610;1.6455;3.291;0
1413;570;569;1.4292;1.4292;1
1414;570;530;0.6057;1.2114;0
1415;570;529;1.5084;3.0168;0
1416;570;531;1.1806;2.3612;0
1417;570;609;1.4388;2.8776;0
1418;570;611;1.1516;2.3032;0
1419;571;531;1.2606;1.2606;1
1420;571;532;1.5142;3.0284;0
1421;571;572;1.2684;2.5368;0
1422;571;612;1.6679;3.3358;0
1423;572;571;1.2684;2.5368;0
1424;572;532;1.2333;2.4666;0
1425;572;531;1.8646;3.7292;0
1426;572;612;1.172;2.344;0
1427;572;613;1.5879;3.1758;0
1428;573;532;1.7843;1.7843;1
1429;573;574;0.8388;0.8388;1
1430;573;614;1.2871;1.2871;1
1431;574;573;0.8388;0.8388;1
1432;574;613;1.3976;2.7952;0
1433;575;615;0.7139;1.4278;0
1434;576;575;1.0815;2.163;0
1435;576;537;1.5082;3.0164;0
1436;577;536;1.7116;1.7116;1
1437;577;538;1.4529;2.9058;0
1438;577;578;0.9494;1.8988;0
1439;578;577;0.9494;0.9494;1
1440;578;537;1.4965;2.993;0
1441;578;618;1.1006;2.2012;0
1442;579;538;1.4382;2.8764;0
1443;579;540;1.4507;2.9014;0
1444;579;580;0.5381;1.0762;0
1445;580;579;0.5381;1.0762;0
1446;580;540;1.3973;2.7946;0
1447;580;621;1.5485;1.5485;1
1448;581;541;1.1814;2.3628;0
1449;581;540;1.4788;2.9576;0
1450;584;543;1.5202;3.0404;0
1451;584;545;1.6694;3.3388;0
1452;586;547;1.1097;2.2194;0
1453;587;586;0.7848;1.5696;0
1454;587;547;0.9279;1.8558;0
1455;587;627;0.8926;1.7852;0
1456;588;547;1.5818;3.1636;0
1457;588;549;1.8492;3.6984;0
1458;588;627;1.4603;2.9206;0
1459;589;588;1.1586;2.3172;0
1460;589;549;1.2489;2.4978;0
1461;589;548;1.3958;2.7916;0
1462;589;629;1.3062;2.6124;0
1463;589;630;1.0911;2.1822;0
1464;590;550;1.1494;2.2988;0
1465;590;549;1.7783;3.5566;0
1466;590;551;1.5548;3.1096;0
1467;590;630;0.8234;1.6468;0
1468;592;551;1.221;2.442;0
1469;592;593;1.2554;2.5108;0
1470;592;633;1.4918;2.9836;0
1471;593;592;1.2554;2.5108;0
1472;593;633;0.727;1.454;0
1473;594;633;1.3773;2.7546;0
1474;595;556;1.4101;1.4101;1
1475;595;636;0.9816;0.9816;1
1476;596;557;1.5248;1.5248;1
1477;596;597;1.364;2.728;0
1478;597;596;1.364;2.728;0
1479;597;558;1.4659;2.9318;0
1480;597;598;1.0099;2.0198;0
1481;597;636;1.7966;3.5932;0
1482;597;637;1.0026;2.0052;0
1483;597;638;1.3069;2.6138;0
1484;598;597;1.0099;2.0198;0
1485;598;558;1.1835;2.367;0
1486;598;557;1.4154;2.8308;0
1487;598;599;0.9181;1.8362;0
1488;598;639;1.3597;2.7194;0
1489;599;598;0.9181;1.8362;0
1490;599;559;0.7321;1.4642;0
1491;599;638;1.3644;2.7288;0
1492;600;601;0.8974;1.7948;0
1493;601;600;0.8974;1.7948;0
1494;601;561;0.9419;1.8838;0
1495;601;641;0.9838;1.9676;0
1496;601;642;1.6033;3.2066;0
1497;602;562;1.3746;2.7492;0
1498;602;561;1.6487;3.2974;0
1499;602;563;1.3425;2.685;0
1500;603;562;1.8049;3.6098;0
1501;603;604;1.0045;2.009;0
1502;603;644;1.4853;2.9706;0
1503;604;603;1.0045;2.009;0
1504;604;563;1.5347;3.0694;0
1505;604;605;0.7343;1.4686;0
1506;604;643;1.4929;2.9858;0
1507;604;645;1.4518;2.9036;0
1508;605;564;1.5673;3.1346;0
1509;605;644;1.3498;2.6996;0
1510;605;645;1.129;2.258;0
1511;605;646;1.3556;2.7112;0
1512;606;566;0.9716;1.9432;0
1513;606;645;1.7484;3.4968;0
1514;607;606;1.0866;2.1732;0
1515;607;566;1.6685;3.337;0
1516;607;646;1.3304;2.6608;0
1517;607;647;0.9248;1.8496;0
1518;607;648;1.4454;2.8908;0
1519;608;609;1.377;2.754;0
1520;609;568;1.3611;2.7222;0
1521;609;570;1.4388;2.8776;0
1522;610;569;1.6455;3.291;0
1523;610;611;0.969;1.938;0
1524;611;610;0.969;1.938;0
1525;611;570;1.1516;2.3032;0
1526;611;651;1.3007;2.6014;0
1527;611;652;1.8492;3.6984;0
1528;612;572;1.172;2.344;0
1529;612;571;1.6679;3.3358;0
1530;612;613;0.9878;1.9756;0
1531;612;652;1.1284;2.2568;0
1532;613;612;0.9878;1.9756;0
1533;613;573;1.3962;2.7924;0
1534;613;572;1.5879;3.1758;0
1535;613;574;1.3976;2.7952;0
1536;613;614;1.1383;2.2766;0
1537;614;573;1.2871;1.2871;1
1538;614;575;1.0536;2.1072;0
1539;614;615;0.7379;1.4758;0
1540;614;655;1.5266;1.5266;1
1541;615;614;0.7379;1.4758;0
1542;615;575;0.7139;1.4278;0
1543;615;656;1.363;2.726;0
